"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"12521","4.1","8.8","4.4"
"12522","2.8","8.8","4"
"12523","4.2","8.8","3.9"
"12524","3.46","8.37","4.16"
"12525","2.73","8.37","4.03"
"12526","3.13","8.37","4.06"
"12527","3.46","8.37","4.16"
"12528","3.87","8.37","4.12"
"12529","1.82","8.37","2.35"
"12530","1.82","8.37","2.35"
"12531","4","9","4"
"12532","3.41","8.37","4.12"
"12533","3.82","8.37","4.16"
"12534","3.82","8.37","4.16"
"12535","3.82","8.37","4.16"
"12536","3.82","8.37","4.16"
"12537","3.82","8.37","4.16"
"12538","3.82","8.37","4.16"
"12539","3.82","8.37","4.16"
"12540","3.05","8.37","3.86"
"12541","2.96","8.37","3.78"
"12542","3.23","8.37","3.99"
"12543","3.41","8.37","4.07"
"12544","3.32","8.37","3.82"
"12545","3.59","8.37","3.78"
"12546","3.59","8.37","3.78"
"12547","3.59","8.37","3.78"
"12548","3.59","8.37","3.78"
"12549","3.59","8.37","3.78"
"12550","4.05","8.37","4.12"
"12551","4.05","8.37","4.12"
"12552","4.05","8.37","4.12"
"12553","3.55","8.37","3.95"
"12554","3.41","8.37","4.12"
"12555","2.73","8.37","4.03"
"12556","2.73","8.37","4.03"
"12557","3.93","8.41","4.09"
"12558","3.91","8.37","4.12"
"12559","3.86","8.37","4.11"
"12560","3.86","8.37","4.11"
"12561","3.37","8.37","3.78"
"12562","3.37","8.37","3.78"
"12563","3.91","8.37","4.12"
"12564","3.91","8.37","4.12"
"12565","3.59","8.37","3.78"
"12566","3.86","8.37","4.11"
"12567","3.86","8.37","4.11"
"12568","4.05","8.37","4.12"
"12569","3.82","8.37","4.16"
"12570","3.78","8.37","3.95"
"12571","3.78","8.37","3.95"
"12572","4","9","4"
"12573","4","9","4"
"12574","3.93","8.41","4.09"
"12575","2.73","8.37","4.03"
"12576","2.73","8.37","4.03"
"12577","3.46","8.37","4.16"
"12578","2.73","8.37","4.03"
"12579","3.13","8.37","4.06"
"12580","3.46","8.37","4.16"
"12581","3.93","8.41","4.09"
"12582","3.91","8.37","4.12"
"12583","3.91","8.37","4.12"
"12584","3.46","8.37","4.16"
"12585","3.82","8.37","4.16"
"12586","3.82","8.37","4.16"
"12587","3.82","8.37","4.16"
"12588","4.05","8.37","4.12"
"12589","3.91","8.37","4.12"
"12590","3.82","8.37","4.16"
"12591","4.05","8.37","4.12"
"12592","3.91","8.37","4.12"
"12593","4.05","8.37","4.12"
"12594","4.05","8.37","4.12"
"12595","4.05","8.37","4.12"
"12596","4.05","8.37","4.12"
"12597","4.05","8.37","4.12"
"12598","2.28","8.37","4.07"
"12599","3.59","8.37","3.78"
"12600","2.8","8.8","4"
"12601","2.8","8.8","4"
"12602","2.8","8.8","4"
"12603","3.87","8.37","4.14"
"12604","3.34","8.37","3.92"
"12605","4","9","4"
"12606","4.27","8.84","3.87"
"12607","0","0","2.47"
"12608","4","9","4"
"12609","4","9","4"
"12610","4","9","4"
"12611","4","9","4"
"12612","4","9","4"
"12613","2.44","8.37","3.57"
"12614","2.38","8.37","4.03"
"12615","3.36","8.37","3.6"
"12616","3.36","8.37","3.6"
"12617","3.36","8.37","3.6"
"12618","3.36","8.37","3.6"
"12619","3.36","8.37","3.75"
"12620","3.36","8.37","3.6"
"12621","3.36","8.37","3.6"
"12622","3.36","8.37","3.6"
"12623","3.36","8.37","3.6"
"12624","3.36","8.37","3.6"
"12625","3.36","8.37","3.6"
"12626","3.36","8.37","3.92"
"12627","3.36","8.37","3.92"
"12628","3.36","8.37","3.92"
"12629","3.36","8.37","3.92"
"12630","3.36","8.37","3.92"
"12631","3.36","8.37","3.6"
"12632","3.36","8.37","3.92"
"12633","3.36","8.37","3.6"
"12634","3.36","8.37","3.7"
"12635","3.36","8.37","3.8"
"12636","3.36","8.37","3.6"
"12637","3.36","8.37","3.6"
"12638","3.36","8.37","3.92"
"12639","3.36","8.37","3.71"
"12640","3.36","8.37","3.75"
"12641","3.36","8.37","3.78"
"12642","3.36","8.37","3.75"
"12643","3.36","8.37","3.6"
"12644","3.36","8.37","3.78"
"12645","3.36","8.37","3.79"
"12646","3.36","8.37","3.6"
"12647","3.36","8.37","3.6"
"12648","3.36","8.37","3.78"
"12649","3.36","8.37","3.6"
"12650","3.36","8.37","3.6"
"12651","3.36","8.37","3.6"
"12652","3.36","8.37","3.6"
"12653","3.36","8.37","3.6"
"12654","3.36","8.37","3.7"
"12655","3.36","8.37","3.71"
"12656","3.36","8.37","3.92"
"12657","3.36","8.37","3.6"
"12658","3.36","8.37","3.6"
"12659","3.36","8.37","3.6"
"12660","3.36","8.37","3.75"
"12661","3.36","8.37","3.78"
"12662","3.36","8.37","3.6"
"12663","3.47","8.37","4.07"
"12664","3.47","8.37","4.07"
"12665","2.44","8.37","3.57"
"12666","2.44","8.37","3.57"
"12667","2.44","8.37","3.57"
"12668","2.44","8.37","3.57"
"12669","2.44","8.37","3.57"
"12670","2.44","8.37","3.57"
"12671","2.44","8.37","3.57"
"12672","2.44","8.37","3.57"
"12673","2.78","8.37","3.84"
"12674","2.78","8.37","3.84"
"12675","2.78","8.37","3.84"
"12676","4.27","9.02","3.87"
"12677","4.27","9.02","3.87"
"12678","4.27","9.02","3.87"
"12679","4.27","9.02","3.87"
"12680","2.44","8.37","3.57"
"12681","2.78","8.37","3.84"
"12682","2.78","8.37","3.84"
"12683","2.44","8.37","3.57"
"12684","2.44","8.37","3.57"
"12685","2.44","8.37","3.57"
"12686","2.44","8.37","3.57"
"12687","2.44","8.37","3.57"
"12688","2.44","8.37","3.57"
"12689","2.44","8.37","3.57"
"12690","2.44","8.37","3.57"
"12691","2.44","8.37","3.57"
"12692","2.44","8.37","3.57"
"12693","2.44","8.37","3.57"
"12694","2.44","8.37","3.57"
"12695","2.44","8.37","3.57"
"12696","2.44","8.37","3.57"
"12697","2.44","8.37","3.57"
"12698","3.47","8.37","4.07"
"12699","2.44","8.37","3.57"
"12700","3.47","8.37","4.07"
"12701","3.47","8.37","4.07"
"12702","2.44","8.37","3.57"
"12703","2.44","8.37","3.57"
"12704","2.44","8.37","3.57"
"12705","2.44","8.37","3.57"
"12706","2.44","8.37","3.57"
"12707","2.44","8.37","3.57"
"12708","2.78","8.37","3.84"
"12709","2.78","8.37","3.84"
"12710","2.44","8.37","3.57"
"12711","2.44","8.37","3.57"
"12712","3.47","8.37","4.07"
"12713","3.47","8.37","4.07"
"12714","2.78","8.37","3.84"
"12715","2.62","8.37","3.48"
"12716","2.44","8.37","3.57"
"12717","2.44","8.37","3.57"
"12718","2.44","8.37","3.57"
"12719","2.44","8.37","3.57"
"12720","2.62","8.37","3.48"
"12721","2.62","8.37","3.48"
"12722","2.44","8.37","3.57"
"12723","2.44","8.37","3.57"
"12724","2.78","8.37","3.84"
"12725","2.44","8.37","3.57"
"12726","2.44","8.37","3.57"
"12727","2.44","8.37","3.57"
"12728","2.78","8.37","3.84"
"12729","2.62","8.37","3.48"
"12730","2.62","8.37","3.48"
"12731","2.62","8.37","3.48"
"12732","2.62","8.37","3.48"
"12733","2.62","8.37","3.48"
"12734","2.44","8.37","3.57"
"12735","2.44","8.37","3.57"
"12736","2.44","8.37","3.57"
"12737","2.44","8.37","3.57"
"12738","2.44","8.37","3.57"
"12739","2.44","8.37","3.57"
"12740","2.44","8.37","3.57"
"12741","2.44","8.37","3.57"
"12742","2.8","8.8","4"
"12743","2.8","8.8","4"
"12744","2.8","8.8","4"
"12745","2.8","8.8","4"
"12746","2.8","8.8","4"
"12747","2.44","8.37","3.57"
"12748","2.44","8.37","3.57"
"12749","2.44","8.37","3.57"
"12750","2.9","8.4","3.8"
"12751","2.44","8.37","3.57"
"12752","2.44","8.37","3.57"
"12753","2.78","8.37","3.84"
"12754","2.78","8.37","3.84"
"12755","2.78","8.37","3.84"
"12756","2.44","8.37","3.57"
"12757","2.44","8.37","3.57"
"12758","2.44","8.37","3.57"
"12759","3.47","8.37","4.07"
"12760","3.47","8.37","4.07"
"12761","2.44","8.37","3.57"
"12762","2.44","8.37","3.57"
"12763","2.44","8.37","3.57"
"12764","2.44","8.37","3.57"
"12765","2.44","8.37","3.57"
"12766","2.44","8.37","3.57"
"12767","2.44","8.37","3.57"
"12768","2.44","8.37","3.57"
"12769","2.44","8.37","3.57"
"12770","2.44","8.37","3.57"
"12771","2.44","8.37","3.57"
"12772","2.44","8.37","3.57"
"12773","2.44","8.37","3.57"
"12774","2.44","8.37","3.57"
"12775","2.44","8.37","3.57"
"12776","2.44","8.37","3.57"
"12777","2.72","8.37","3.71"
"12778","2.44","8.37","3.57"
"12779","2.44","8.37","3.57"
"12780","2.44","8.37","3.57"
"12781","2.44","8.37","3.57"
"12782","2.78","8.37","4.03"
"12783","2.78","8.37","4.03"
"12784","2.78","8.37","4.03"
"12785","2.78","8.37","4.03"
"12786","2.44","8.37","3.57"
"12787","2.78","8.37","4.03"
"12788","2.44","8.37","3.57"
"12789","2.44","8.37","3.57"
"12790","2.44","8.37","3.57"
"12791","2.44","8.37","3.57"
"12792","2.44","8.37","3.57"
"12793","3.47","8.37","4.07"
"12794","3.47","8.37","4.07"
"12795","3.47","8.37","4.07"
"12796","2.44","8.37","3.57"
"12797","2.44","8.37","3.57"
"12798","2.44","8.37","3.57"
"12799","2.44","8.37","3.57"
"12800","2.44","8.37","3.57"
"12801","2.44","8.37","3.57"
"12802","2.44","8.37","3.57"
"12803","2.44","8.37","3.57"
"12804","2.44","8.37","3.57"
"12805","3.47","8.37","4.07"
"12806","2.44","8.37","3.57"
"12807","2.44","8.37","3.57"
"12808","2.44","8.37","3.57"
"12809","2.44","8.37","3.57"
"12810","2.78","8.37","3.84"
"12811","2.44","8.37","3.57"
"12812","2.44","8.37","3.57"
"12813","2.44","8.37","3.57"
"12814","2.44","8.37","3.57"
"12815","2.44","8.37","3.57"
"12816","2.78","8.37","3.84"
"12817","2.78","8.37","3.84"
"12818","2.78","8.37","3.84"
"12819","2.44","8.37","3.57"
"12820","2.44","8.37","3.57"
"12821","2.44","8.37","3.57"
"12822","2.44","8.37","3.57"
"12823","2.44","8.37","3.57"
"12824","2.44","8.37","3.57"
"12825","2.44","8.37","3.57"
"12826","2.44","8.37","3.57"
"12827","2.44","8.37","3.57"
"12828","2.44","8.37","3.57"
"12829","2.44","8.37","3.57"
"12830","2.44","8.37","3.57"
"12831","2.44","8.37","3.57"
"12832","2.44","8.37","3.57"
"12833","2.44","8.37","3.57"
"12834","2.78","8.37","4.03"
"12835","3.47","8.37","4.07"
"12836","2.44","8.37","3.57"
"12837","2.44","8.37","3.57"
"12838","2.44","8.37","3.57"
"12839","2.44","8.37","3.57"
"12840","2.44","8.37","3.57"
"12841","2.44","8.37","3.57"
"12842","2.44","8.37","3.57"
"12843","2.44","8.37","3.57"
"12844","2.44","8.37","3.57"
"12845","2.44","8.37","3.57"
"12846","2.44","8.37","3.57"
"12847","2.44","8.37","3.57"
"12848","3.21","8.82","4.02"
"12849","2.44","8.37","3.57"
"12850","2.44","8.37","3.57"
"12851","2.44","8.37","3.57"
"12852","2.62","8.37","3.48"
"12853","2.62","8.37","3.48"
"12854","2.44","8.37","3.57"
"12855","2.44","3.37","3.57"
"12856","2.44","8.37","3.57"
"12857","2.62","8.37","3.48"
"12858","2.44","8.37","3.57"
"12859","2.44","8.37","3.57"
"12860","2.44","8.37","3.57"
"12861","2.44","3.37","3.57"
"12862","2.44","8.37","3.57"
"12863","2.44","8.37","3.57"
"12864","2.44","8.37","3.57"
"12865","2.44","8.37","3.57"
"12866","2.44","8.37","3.57"
"12867","2.44","8.37","3.57"
"12868","2.44","8.37","3.57"
"12869","2.44","8.37","3.57"
"12870","2.44","8.37","3.57"
"12871","2.44","8.37","3.57"
"12872","2.44","8.37","3.57"
"12873","2.44","8.37","3.57"
"12874","2.44","8.37","3.57"
"12875","2.78","8.37","3.84"
"12876","2.62","8.37","3.48"
"12877","2.62","8.37","3.48"
"12878","2.44","8.37","3.57"
"12879","2.44","8.37","3.57"
"12880","3.47","8.37","4.07"
"12881","3.47","8.37","4.07"
"12882","3.47","8.37","4.07"
"12883","3.47","8.37","4.07"
"12884","3.47","8.37","4.07"
"12885","3.59","8.37","3.78"
"12886","3.47","8.37","4.07"
"12887","3.47","8.37","4.07"
"12888","3.47","8.37","4.07"
"12889","3.47","8.37","4.07"
"12890","3.47","8.37","4.07"
"12891","3.47","8.37","4.07"
"12892","3.47","8.37","4.07"
"12893","3.47","8.37","4.07"
"12894","3.47","8.37","4.07"
"12895","3.47","8.37","4.07"
"12896","3.47","8.37","4.07"
"12897","3.47","8.37","4.07"
"12898","3.47","8.37","4.07"
"12899","3.47","8.37","4.07"
"12900","3.47","8.37","4.07"
"12901","4.27","9.02","3.87"
"12902","4.27","9.02","3.87"
"12903","4.27","9.02","3.87"
"12904","4.27","9.02","3.87"
"12905","4.27","9.02","3.87"
"12906","4.27","9.02","3.87"
"12907","4.27","9.02","3.87"
"12908","4.27","9.02","3.87"
"12909","4.27","9.02","3.87"
"12910","4.27","9.02","3.87"
"12911","4.27","9.02","3.87"
"12912","4.27","9.02","3.87"
"12913","4.27","9.02","3.87"
"12914","4.27","9.02","3.87"
"12915","4.27","9.02","3.87"
"12916","4.27","9.02","3.87"
"12917","4.27","9.02","3.87"
"12918","4.27","9.02","3.87"
"12919","4.27","9.02","3.87"
"12920","4.27","9.02","3.87"
"12921","4.27","9.02","3.87"
"12922","4.27","9.02","3.87"
"12923","4.27","9.02","3.87"
"12924","4.27","9.02","3.87"
"12925","4.27","9.02","3.87"
"12926","4.27","9.02","3.87"
"12927","4.27","9.02","3.87"
"12928","4.27","9.02","3.87"
"12929","4.27","9.02","3.87"
"12930","4.27","9.02","3.87"
"12931","4.27","9.02","3.87"
"12932","4.27","9.02","3.87"
"12933","4.27","9.02","3.87"
"12934","4.27","9.02","3.87"
"12935","4.27","9.02","3.87"
"12936","4.27","9.02","3.87"
"12937","4.27","9.02","3.87"
"12938","4.27","9.02","3.87"
"12939","4.27","9.02","3.87"
"12940","4.27","9.02","3.87"
"12941","4.27","9.02","3.87"
"12942","4.27","9.02","3.87"
"12943","4.27","9.02","3.87"
"12944","4.27","9.02","3.87"
"12945","4.27","9.02","3.87"
"12946","4.27","9.02","3.87"
"12947","4.27","9.02","3.87"
"12948","4.27","9.02","3.87"
"12949","4.27","9.02","3.87"
"12950","4.27","9.02","3.87"
"12951","4.27","9.02","3.87"
"12952","4.27","9.02","3.87"
"12953","4.27","9.02","3.87"
"12954","4.27","9.02","3.87"
"12955","4.27","9.02","3.87"
"12956","4.27","9.02","3.87"
"12957","4.27","9.02","3.87"
"12958","4.27","9.02","3.87"
"12959","4.27","9.02","3.87"
"12960","4.27","9.02","3.87"
"12961","4.27","9.02","3.87"
"12962","4.27","9.02","3.87"
"12963","4.27","9.02","3.87"
"12964","4.27","9.02","3.87"
"12965","4.27","9.02","3.87"
"12966","4.27","9.02","3.87"
"12967","4.27","9.02","3.87"
"12968","4.27","9.02","3.87"
"12969","4.27","9.02","3.87"
"12970","4.27","9.02","3.87"
"12971","4.27","9.02","3.87"
"12972","4.27","9.02","3.87"
"12973","4.27","9.02","3.87"
"12974","4.27","9.02","3.87"
"12975","4.27","9.02","3.87"
"12976","4.27","9.02","3.87"
"12977","4.27","9.02","3.87"
"12978","4.27","9.02","3.87"
"12979","4.27","9.02","3.87"
"12980","4.27","9.02","3.87"
"12981","4.27","9.02","3.87"
"12982","4.27","9.02","3.87"
"12983","4.27","9.02","3.87"
"12984","4.27","9.02","3.87"
"12985","4.27","9.02","3.87"
"12986","4.27","9.02","3.87"
"12987","4.27","9.02","3.87"
"12988","4.27","9.02","3.87"
"12989","4.27","9.02","3.87"
"12990","4.27","9.02","3.87"
"12991","4.27","9.02","3.87"
"12992","4.27","9.02","3.87"
"12993","4.27","9.02","3.87"
"12994","4.27","9.02","3.87"
"12995","4.27","9.02","3.87"
"12996","4.27","9.02","3.87"
"12997","4.27","9.02","3.87"
"12998","4.27","9.02","3.87"
"12999","4.27","9.02","3.87"
"13000","4.27","9.02","3.87"
"13001","4.27","9.02","3.87"
"13002","4.27","9.02","3.87"
"13003","4.27","9.02","3.87"
"13004","4.27","9.02","3.87"
"13005","4.27","9.02","3.87"
"13006","4.27","9.02","3.87"
"13007","4.27","9.02","3.87"
"13008","4.27","9.02","3.87"
"13009","4.27","9.02","3.87"
"13010","4.27","9.02","3.87"
"13011","4.27","9.02","3.87"
"13012","4.27","9.02","3.87"
"13013","4.27","9.02","3.87"
"13014","4.27","9.02","3.87"
"13015","4.27","9.02","3.87"
"13016","4.27","9.02","3.87"
"13017","4.27","9.02","3.87"
"13018","4.27","9.02","3.87"
"13019","4.27","9.02","3.87"
"13020","4.27","9.02","3.87"
"13021","3.4","8.4","3.9"
"13022","3.6","8.7","3.6"
"13023","","","3.7"
"13024","3.36","8.37","3.8"
"13025","3.47","8.37","4.07"
"13026","3.5","8.4","3.9"
"13027","4","9","4"
"13028","3.5","8.4","3.9"
"13029","1.83","8.37","1.33"
"13030","1.83","8.37","1.33"
"13031","3.9","9.02","3.87"
"13032","0","0","2.47"
"13033","3.9","9.02","3.87"
"13034","3.9","9.02",""
"13035","1.8","8.4","3.8"
"13036","1.9","8.4","3.8"
"13037","3","8.4","3.9"
"13038","4","9","4"
"13039","4","9","4"
"13040","3.9","9","3.5"
"13041","4","9","4"
"13042","2.2","8.37","3.6"
"13043","4","9","4"
"13044","4.1","8.8","3.9"
"13045","4","9","4"
"13046","1.8","8.8","3.7"
"13047","4","9","4"
"13048","4","9","4"
"13049","4","9","4"
"13050","4","9","4"
"13051","3.36","8.37","3.9"
"13052","3.36","8.37","3.68"
"13053","4","9","4"
"13054","3.36","8.37","3.8"
"13055","4.2","8.8","3.9"
"13056","3.5","8.4","3.9"
"13057","4.2","8.8","3.9"
"13058","","","3.87"
"13059","3.5","8.4","3.9"
"13060","4","9","4"
"13061","3.36","8.37","3.87"
"13062","","","3.7"
"13063","3.87","8.37","4.12"
"13064","3.36","8.37","3.87"
"13065","","","3.87"
"13066","4","9","4"
"13067","3.36","8.37","3.8"
"13068","4","9","4"
"13069","2.7","8.7","4"
"13070","3.5","8.6","4"
"13071","3.4","8.4","3.7"
"13072","3.4","8.4","3.9"
"13073","3.5","8.4","4"
"13074","2.8","8.8","4"
"13075","3.3","8.8","4"
"13076","3","8.4","4.1"
"13077","3.4","8.4","4.1"
"13078","3.4","8.7","3.9"
"13079","3","8.8","4"
"13080","2.8","8.8","4"
"13081","1.83","8.5","3.4"
"13082","3.9","9.02","3.87"
"13083","3.9","9.02","3.87"
"13084","3.9","9.02","3.87"
"13085","2.73","8.37","4.03"
"13086","3.46","8.37","4.16"
"13087","2.73","8.37","4.03"
"13088","2.73","8.37","4.03"
"13089","3.46","8.37","4.16"
"13090","4.05","8.37","4.12"
"13091","4.05","8.37","4.12"
"13092","3.46","8.37","4.16"
"13093","3.87","8.37","4.12"
"13094","3.41","8.37","4.12"
"13095","3.41","8.37","4.12"
"13096","3.46","8.37","4.12"
"13097","3.41","8.37","4.12"
"13098","3.82","8.37","4.16"
"13099","3.82","8.37","4.16"
"13100","3.82","8.37","4.16"
"13101","3.82","8.37","4.16"
"13102","3.82","8.37","4.16"
"13103","1.82","8.37","2.35"
"13104","3.82","8.37","4.16"
"13105","4.05","8.37","4.12"
"13106","0.91","8.37","4.03"
"13107","2.78","8.37","4.03"
"13108","3.32","8.37","3.82"
"13109","3.59","8.37","3.78"
"13110","3.59","8.37","3.78"
"13111","3.59","8.37","3.78"
"13112","1.82","8.37","2.35"
"13113","4.05","8.37","4.12"
"13114","4.05","8.37","4.12"
"13115","3.59","8.37","3.78"
"13116","3.55","8.37","3.95"
"13117","3.93","8.41","4.09"
"13118","3.93","8.41","4.09"
"13119","3.88","8.41","4.08"
"13120","3.88","8.41","4.08"
"13121","3.93","8.41","4.09"
"13122","3.93","8.41","4.09"
"13123","3.88","8.41","4.08"
"13124","3.88","8.41","4.08"
"13125","4.05","8.37","4.12"
"13126","3.91","8.37","4.12"
"13127","3.91","8.37","4.12"
"13128","3.59","8.37","3.78"
"13129","3.55","8.37","3.95"
"13130","3.55","8.37","3.95"
"13131","3.82","8.37","4.16"
"13132","3.59","8.37","3.78"
"13133","3.59","8.37","3.78"
"13134","3.59","8.37","3.78"
"13135","3.59","8.37","3.78"
"13136","4","9","4"
"13137","2.73","8.37","4.03"
"13138","2.73","8.37","4.03"
"13139","2.73","8.37","4.03"
"13140","3.91","8.37","4.12"
"13141","3.46","8.37","4.16"
"13142","3.82","8.37","4.16"
"13143","4.05","8.37","4.12"
"13144","3.93","8.41","4.09"
"13145","3.82","8.37","4.16"
"13146","3.82","8.37","4.16"
"13147","3.82","8.37","4.16"
"13148","3.82","8.37","4.16"
"13149","3.82","8.37","4.16"
"13150","4.05","8.37","4.12"
"13151","3.93","8.41","4.09"
"13152","2.78","8.37","3.84"
"13153","2.44","8.37","3.57"
"13154","2.44","8.37","3.57"
"13155","3.98","8.37","3.16"
"13156","4","9","4"
"13157","","8.84",""
"13158","3.47","8.37","4.07"
"13159","3.98","8.37","3.16"
"13160","4","9","4"
"13161","4.36","9.02","3.68"
"13162","4.27","9.02","3.87"
"13163","3.36","8.37","3.6"
"13164","3.36","8.37","3.6"
"13165","3.36","8.37","3.6"
"13166","3.36","8.37","3.6"
"13167","3.36","8.37","3.6"
"13168","3.36","8.37","3.6"
"13169","3.36","8.37","3.6"
"13170","3.36","8.37","3.6"
"13171","3.36","8.37","3.6"
"13172","3.36","8.37","3.6"
"13173","3.36","8.37","3.6"
"13174","3.36","8.37","3.6"
"13175","3.36","8.37","3.6"
"13176","3.36","8.37","3.92"
"13177","3.36","8.37","3.92"
"13178","3.36","8.37","3.71"
"13179","3.36","8.37","3.92"
"13180","3.36","8.37","3.6"
"13181","3.36","8.37","3.6"
"13182","3.36","8.37","3.6"
"13183","3.36","8.37","3.6"
"13184","3.36","8.37","3.7"
"13185","3.36","8.37","3.69"
"13186","3.36","8.37","3.6"
"13187","3.36","8.37","3.6"
"13188","3.36","8.37","3.6"
"13189","3.36","8.37","3.6"
"13190","3.36","8.37","3.7"
"13191","3.36","8.37","3.69"
"13192","3.36","8.37","3.71"
"13193","3.36","8.37","3.75"
"13194","3.36","8.37","3.75"
"13195","3.36","8.37","3.6"
"13196","3.36","8.37","3.6"
"13197","3.36","8.37","3.6"
"13198","3.36","8.37","3.75"
"13199","3.36","8.37","3.78"
"13200","3.36","8.37","3.78"
"13201","3.36","8.37","3.92"
"13202","3.36","8.37","3.92"
"13203","3.36","8.37","3.6"
"13204","3.36","8.37","3.6"
"13205","3.36","8.37","3.7"
"13206","3.36","8.37","3.71"
"13207","3.47","8.37","4.07"
"13208","3.47","8.37","4.07"
"13209","3.47","8.37","4.07"
"13210","3.47","8.37","4.07"
"13211","2.44","8.37","3.57"
"13212","3.47","8.37","4.07"
"13213","3.47","8.37","4.07"
"13214","2.96","8.37","3.82"
"13215","2.44","8.37","3.57"
"13216","2.44","8.37","3.57"
"13217","2.44","8.37","3.57"
"13218","2.44","8.37","3.57"
"13219","2.44","8.37","3.57"
"13220","2.78","8.37","3.84"
"13221","2.44","8.37","3.57"
"13222","2.44","8.37","3.57"
"13223","2.44","8.37","3.57"
"13224","2.44","8.37","3.57"
"13225","2.44","8.37","3.57"
"13226","2.44","8.37","3.57"
"13227","2.44","8.37","3.57"
"13228","2.78","8.37","3.84"
"13229","2.44","8.37","3.57"
"13230","2.44","8.37","3.57"
"13231","2.44","8.37","3.57"
"13232","2.44","8.37","3.57"
"13233","2.44","8.37","3.57"
"13234","2.44","8.37","3.57"
"13235","2.44","8.37","3.57"
"13236","2.44","8.37","3.57"
"13237","2.78","8.37","3.84"
"13238","2.78","8.37","3.84"
"13239","2.78","8.37","4.03"
"13240","2.44","8.37","3.57"
"13241","2.78","8.37","3.84"
"13242","2.44","8.37","3.57"
"13243","2.44","8.37","3.57"
"13244","2.44","8.37","3.57"
"13245","2.44","8.37","3.57"
"13246","2.44","8.37","3.57"
"13247","2.44","8.37","3.84"
"13248","2.44","8.37","3.57"
"13249","2.44","8.37","3.57"
"13250","2.44","8.37","3.57"
"13251","2.44","8.37","3.57"
"13252","2.44","8.37","3.57"
"13253","2.44","8.37","3.57"
"13254","2.78","8.37","3.84"
"13255","2.78","8.37","3.84"
"13256","2.78","8.37","3.84"
"13257","2.78","8.37","3.84"
"13258","2.78","8.37","3.84"
"13259","2.44","8.37","3.57"
"13260","2.44","8.37","3.57"
"13261","2.78","8.37","3.84"
"13262","2.78","8.37","3.84"
"13263","2.78","8.37","3.84"
"13264","3.47","8.37","4.07"
"13265","3.47","8.37","4.07"
"13266","3.47","8.37","4.07"
"13267","3.47","8.37","4.07"
"13268","3.47","8.37","4.07"
"13269","3.47","8.37","4.07"
"13270","3.47","8.37","4.07"
"13271","3.47","8.37","4.07"
"13272","3.98","8.37","3.16"
"13273","3.4","8.37","4"
"13274","3.4","8.37","4"
"13275","3.4","8.37","4"
"13276","2.44","8.37","3.57"
"13277","2.44","8.37","3.57"
"13278","2.44","8.37","3.57"
"13279","3.47","8.37","4.07"
"13280","2.78","8.37","4.03"
"13281","2.78","8.37","4.03"
"13282","2.78","8.37","4.03"
"13283","2.78","8.37","4.03"
"13284","2.78","8.37","4.03"
"13285","2.78","8.37","4.03"
"13286","2.78","8.37","4.03"
"13287","2.78","8.37","4.03"
"13288","2.78","8.37","4.03"
"13289","2.78","8.37","4.03"
"13290","2.78","8.37","4.03"
"13291","3.21","8.82","4.02"
"13292","3.21","8.82","4.02"
"13293","2.78","8.37","4.03"
"13294","2.78","8.37","4.03"
"13295","2.78","8.37","4.03"
"13296","2.78","8.37","4.03"
"13297","2.78","8.37","4.03"
"13298","2.78","8.37","4.03"
"13299","2.78","8.37","4.03"
"13300","2.44","8.37","3.57"
"13301","2.44","8.37","3.57"
"13302","2.44","8.37","3.57"
"13303","2.44","8.37","3.57"
"13304","2.44","8.37","3.57"
"13305","2.44","8.37","3.57"
"13306","2.6","8.4","3.7"
"13307","3","8.8","3.5"
"13308","2.78","8.37","3.84"
"13309","2.78","8.37","3.84"
"13310","2.78","8.37","3.84"
"13311","2.44","8.37","3.57"
"13312","3.47","8.37","4.07"
"13313","3.47","8.37","4.07"
"13314","2.78","8.37","3.84"
"13315","2.78","8.37","3.84"
"13316","2.44","8.37","3.57"
"13317","2.44","8.37","3.57"
"13318","2.78","8.37","3.84"
"13319","2.78","8.37","4.03"
"13320","2.78","8.37","4.03"
"13321","2.78","8.37","4.03"
"13322","2.78","8.37","4.03"
"13323","2.44","8.37","3.57"
"13324","2.44","8.37","3.57"
"13325","2.44","8.37","3.57"
"13326","2.78","8.37","3.84"
"13327","2.44","8.37","3.57"
"13328","2.44","8.37","3.57"
"13329","2.78","8.37","3.84"
"13330","2.78","8.37","3.84"
"13331","2.78","8.37","4.03"
"13332","2.78","8.37","4.03"
"13333","2.64","8.37","3.7"
"13334","2.44","8.37","3.57"
"13335","2.44","8.37","3.57"
"13336","2.44","8.37","3.57"
"13337","2.44","8.37","3.57"
"13338","2.78","8.37","4.03"
"13339","2.78","8.37","4.03"
"13340","2.44","8.37","3.84"
"13341","2.44","8.37","3.57"
"13342","2.62","8.37","3.48"
"13343","2.44","8.37","3.57"
"13344","2.44","8.37","3.57"
"13345","2.78","8.37","3.84"
"13346","2.78","8.37","3.84"
"13347","3.47","8.37","4.07"
"13348","3.47","8.37","4.07"
"13349","3.47","8.37","4.07"
"13350","3.47","8.37","4.07"
"13351","2.44","8.37","3.57"
"13352","2.44","8.37","3.57"
"13353","2.44","8.37","3.57"
"13354","2.44","8.37","3.57"
"13355","2.44","8.37","3.57"
