"food_nutrient_conversion_factor_id","value"
"17918","6.25"
"17919","6.25"
"17920","6.25"
"17921","6.25"
"17922","6.25"
"17923","6.25"
"17924","6.25"
"17925","6.25"
"17926","6.25"
"17927","6.25"
"17928","6.25"
"17929","6.25"
"17930","6.25"
"17931","6.25"
"17932","6.25"
"17933","6.25"
"17934","6.25"
"17935","6.25"
"17936","6.25"
"17937","6.25"
"17938","6.25"
"17939","6.25"
"17940","6.25"
"17941","6.25"
"17942","6.25"
"17943","6.25"
"17944","6.25"
"17945","6.25"
"17946","6.25"
"17947","6.25"
"17948","6.25"
"17949","6.25"
"17950","6.25"
"17951","6.25"
"17952","6.25"
"17953","6.25"
"17954","6.25"
"17955","6.25"
"17956","6.25"
"17957","6.25"
"17958","6.25"
"17959","6.25"
"17960","6.25"
"17961","6.25"
"17962","6.25"
"17963","6.25"
"17964","6.25"
"17965","6.25"
"17966","6.25"
"17967","6.25"
"17968","6.25"
"17969","6.25"
"17970","6.25"
"17971","6.25"
"17972","6.25"
"17973","6.25"
"17974","6.25"
"17975","6.25"
"17976","6.25"
"17977","6.25"
"17978","0"
"17979","6.2"
"17980","6.25"
"17981","6.25"
"17982","0"
"17983","5.46"
"17984","6.25"
"17985","5.5"
"17986","6.25"
"17987","5.3"
"17988","6.25"
"17989","5.63"
"17990","5.63"
"17991","0"
"17992","5.55"
"17993","5.55"
"17994","5.55"
"17995","5.55"
"17996","0"
"17997","0"
"17998","6.25"
"17999","5.6"
"18000","5.6"
"18001","6.25"
"18002","6.25"
"18003","6.25"
"18004","6.25"
"18005","5.6"
"18006","6.25"
"18007","5.6"
"18008","6.25"
"18009","5.8"
"18010","6.25"
"18011","6.25"
"18012","6.25"
"18013","5.6"
"18014","0"
"18015","6.25"
"18016","6.25"
"18017","6.25"
"18018","6.25"
"18019","6.25"
"18020","6.25"
"18021","6.25"
"18022","6.25"
"18023","6.25"
"18024","6.25"
"18025","6.25"
"18026","6.25"
"18027","6.4"
"18028","6.2"
"18029","6.4"
"18030","6.25"
"18031","6.25"
"18032","6.25"
"18033","6.25"
"18034","6.25"
"18035","6.25"
"18036","6.25"
"18037","6.25"
"18038","0"
"18039","6.25"
"18040","6.25"
"18041","0"
"18042","0"
"18043","0"
"18044","6.2"
"18045","5.6"
"18046","5.8"
"18047","5.8"
"18048","5.7"
"18049","6.25"
"18050","6.3"
"18051","6.1"
"18052","5.9"
"18053","5.6"
"18054","6.3"
"18055","6.25"
"18056","6.25"
"18057","6.5"
"18058","6.5"
"18059","6.5"
"18060","5.63"
"18061","5.55"
"18062","5.55"
"18063","5.55"
"18064","6.25"
"18065","6.25"
"18066","6.25"
"18067","6.25"
"18068","6.25"
"18069","5.7"
"18070","5.7"
"18071","6.25"
"18072","5.83"
"18073","5.95"
"18074","5.95"
"18075","5.83"
"18076","5.95"
"18077","5.95"
"18078","5.95"
"18079","5.95"
"18080","5.95"
"18081","5.95"
"18082","5.95"
"18083","5.95"
"18084","5.7"
"18085","6.25"
"18086","6.25"
"18087","5.83"
"18088","5.83"
"18089","5.83"
"18090","5.83"
"18091","6.31"
"18092","5.7"
"18093","5.7"
"18094","5.83"
"18095","6.25"
"18096","5.78"
"18097","5.78"
"18098","5.79"
"18099","5.79"
"18100","5.78"
"18101","5.78"
"18102","5.79"
"18103","5.79"
"18104","5.73"
"18105","5.7"
"18106","5.7"
"18107","5.83"
"18108","5.83"
"18109","5.83"
"18110","5.95"
"18111","5.83"
"18112","5.83"
"18113","5.83"
"18114","5.83"
"18115","6.25"
"18116","6.25"
"18117","6.25"
"18118","6.25"
"18119","5.7"
"18120","6.25"
"18121","5.95"
"18122","5.7"
"18123","5.78"
"18124","5.95"
"18125","5.95"
"18126","5.95"
"18127","5.95"
"18128","5.95"
"18129","5.7"
"18130","5.78"
"18131","6.25"
"18132","6.25"
"18133","6.25"
"18134","6.25"
"18135","6.25"
"18136","6.25"
"18137","6.25"
"18138","6.25"
"18139","6.25"
"18140","6.25"
"18141","6.25"
"18142","6.25"
"18143","6.25"
"18144","6.25"
"18145","6.25"
"18146","6.25"
"18147","6.25"
"18148","6.25"
"18149","6.25"
"18150","6.25"
"18151","6.25"
"18152","6.25"
"18153","6.25"
"18154","6.25"
"18155","6.25"
"18156","6.25"
"18157","6.25"
"18158","6.25"
"18159","5.3"
"18160","6.25"
"18161","6.25"
"18162","5.3"
"18163","6.25"
"18164","5.3"
"18165","5.3"
"18166","6.25"
"18167","6.25"
"18168","5.3"
"18169","6.25"
"18170","6.25"
"18171","6.25"
"18172","6.25"
"18173","6.25"
"18174","6.25"
"18175","6.25"
"18176","6.25"
"18177","6.25"
"18178","5.3"
"18179","6.25"
"18180","6.25"
"18181","6.25"
"18182","5.3"
"18183","5.3"
"18184","6.25"
"18185","6.38"
"18186","5.46"
"18187","6.25"
"18188","6.25"
"18189","6.25"
"18190","6.25"
"18191","6.25"
"18192","6.25"
"18193","6.25"
"18194","6.25"
"18195","6.25"
"18196","6.25"
"18197","6.38"
"18198","6.38"
"18199","6.38"
"18200","6.25"
"18201","6.38"
"18202","6.25"
"18203","6.25"
"18204","6.25"
"18205","6.25"
"18206","6.25"
"18207","6.25"
"18208","6.25"
"18209","6.25"
"18210","6.25"
"18211","6.25"
"18212","6.25"
"18213","6.25"
"18214","6.25"
"18215","6.25"
"18216","6.25"
"18217","6.25"
"18218","6.25"
"18219","6.25"
"18220","6.25"
"18221","6.25"
"18222","6.25"
"18223","6.25"
"18224","6.25"
"18225","6.25"
"18226","6.25"
"18227","6.25"
"18228","6.25"
"18229","6.25"
"18230","6.25"
"18231","6.25"
"18232","6.25"
"18233","6.25"
"18234","6.25"
"18235","6.25"
"18236","6.25"
"18237","6.25"
"18238","6.25"
"18239","6.25"
"18240","6.25"
"18241","6.25"
"18242","6.25"
"18243","6.25"
"18244","6.25"
"18245","6.25"
"18246","6.25"
"18247","6.25"
"18248","6.25"
"18249","6.25"
"18250","6.25"
"18251","6.25"
"18252","6.25"
"18253","6.25"
"18254","6.25"
"18255","6.25"
"18256","6.25"
"18257","6.25"
"18258","6.25"
"18259","6.25"
"18260","6.25"
"18261","6.25"
"18262","6.25"
"18263","6.25"
"18264","6.25"
"18265","6.25"
"18266","6.25"
"18267","6.25"
"18268","6.25"
"18269","6.25"
"18270","6.25"
"18271","6.25"
"18272","6.25"
"18273","6.25"
"18274","6.25"
"18275","6.25"
"18276","6.25"
"18277","6.25"
"18278","6.25"
"18279","6.25"
"18280","6.25"
"18281","6.25"
"18282","6.25"
"18283","6.25"
"18284","6.25"
"18285","6.25"
"18286","6.25"
"18287","6.25"
"18288","6.25"
"18289","6.25"
"18290","6.25"
"18291","6.25"
"18292","6.25"
"18293","6.25"
"18294","6.25"
"18295","6.25"
"18296","6.25"
"18297","6.25"
"18298","6.25"
"18299","6.25"
"18300","6.25"
"18301","6.25"
"18302","6.25"
"18303","6.25"
"18304","6.25"
"18305","6.25"
"18306","6.25"
"18307","6.25"
"18308","6.25"
"18309","6.25"
"18310","6.25"
"18311","6.25"
"18312","6.25"
"18313","6.25"
"18314","6.25"
"18315","6.25"
"18316","6.25"
"18317","6.25"
"18318","6.25"
"18319","6.25"
"18320","6.25"
"18321","6.25"
"18322","6.25"
"18323","6.25"
"18324","6.25"
"18325","6.25"
"18326","6.25"
"18327","6.25"
"18328","6.25"
"18329","6.25"
"18330","6.25"
"18331","6.25"
"18332","6.29"
"18333","6.29"
"18334","6.25"
"18335","6.25"
"18336","6.25"
"18337","6.25"
"18338","6.25"
"18339","6.25"
"18340","6.25"
"18341","6.25"
"18342","6.25"
"18343","6.25"
"18344","6.25"
"18345","6.25"
"18346","6.25"
"18347","6.25"
"18348","6.28"
"18349","6.25"
"18350","6.25"
"18351","6.25"
"18352","6.25"
"18353","6.25"
"18354","6.25"
"18355","6.25"
"18356","6.25"
"18357","6.25"
"18358","6.25"
"18359","6.25"
"18360","6.25"
"18361","6.25"
"18362","6.25"
"18363","6.25"
"18364","6.25"
"18365","6.25"
"18366","6.25"
"18367","6.25"
"18368","6.25"
"18369","6.25"
"18370","6.25"
"18371","6.25"
"18372","6.25"
"18373","6.25"
"18374","6.25"
"18375","6.25"
"18376","6.25"
"18377","6.25"
"18378","6.25"
"18379","6.25"
"18380","6.25"
"18381","6.25"
"18382","6.25"
"18383","6.25"
"18384","6.25"
"18385","6.25"
"18386","6.25"
"18387","6.25"
"18388","6.25"
"18389","6.25"
"18390","6.25"
"18391","6.25"
"18392","6.25"
"18393","6.25"
"18394","6.25"
"18395","6.25"
"18396","6.25"
"18397","6.25"
"18398","6.25"
"18399","6.25"
"18400","6.25"
"18401","6.25"
"18402","6.25"
"18403","6.25"
"18404","6.25"
"18405","6.25"
"18406","6.25"
"18407","6.25"
"18408","6.25"
"18409","6.25"
"18410","6.25"
"18411","6.25"
"18412","6.25"
"18413","6.25"
"18414","6.25"
"18415","6.25"
"18416","6.25"
"18417","6.25"
"18418","6.25"
"18419","6.25"
"18420","6.25"
"18421","6.25"
"18422","6.25"
"18423","6.25"
"18424","6.25"
"18425","6.25"
"18426","6.25"
"18427","6.25"
"18428","6.25"
"18429","6.25"
"18430","6.25"
"18431","6.25"
"18432","6.25"
"18433","5.3"
"18434","5.3"
"18435","5.3"
"18436","5.3"
"18437","5.3"
"18438","5.3"
"18439","5.3"
"18440","5.3"
"18441","5.3"
"18442","5.3"
"18443","5.3"
"18444","5.3"
"18445","5.3"
"18446","5.3"
"18447","5.18"
"18448","5.18"
"18449","5.18"
"18450","5.3"
"18451","5.3"
"18452","5.3"
"18453","5.3"
"18454","5.3"
"18455","5.3"
"18456","5.3"
"18457","5.3"
"18458","5.3"
"18459","5.3"
"18460","5.3"
"18461","5.3"
"18462","5.3"
"18463","5.3"
"18464","5.3"
"18465","5.3"
"18466","5.3"
"18467","5.3"
"18468","5.3"
"18469","5.8"
"18470","6.25"
"18471","5.3"
"18472","5.3"
"18473","5.3"
"18474","5.3"
"18475","5.3"
"18476","5.3"
"18477","5.3"
"18478","5.3"
"18479","5.3"
"18480","5.3"
"18481","5.3"
"18482","6.25"
"18483","6.25"
"18484","6.25"
"18485","6.25"
"18486","6.25"
"18487","6.25"
"18488","6.25"
"18489","6.25"
"18490","6.25"
"18491","6.25"
"18492","6.25"
"18493","6.25"
"18494","6.25"
"18495","6.25"
"18496","6.25"
"18497","6.25"
"18498","6.25"
"18499","6.25"
"18500","6.25"
"18501","6.25"
"18502","6.25"
"18503","6.25"
"18504","6.25"
"18505","6.25"
"18506","6.25"
"18507","6.25"
"18508","6.25"
"18509","6.25"
"18510","6.25"
"18511","6.25"
"18512","6.25"
"18513","6.25"
"18514","6.25"
"18515","6.25"
"18516","6.25"
"18517","6.25"
"18518","6.25"
"18519","6.25"
"18520","6.25"
"18521","6.25"
"18522","6.25"
"18523","6.25"
"18524","6.25"
"18525","6.25"
"18526","6.25"
"18527","6.25"
"18528","6.25"
"18529","6.25"
"18530","6.2"
"18531","6.25"
"18532","6.25"
"18533","6.3"
"18534","6.25"
"18535","6.25"
"18536","6.25"
"18537","6.25"
"18538","5.7"
"18539","5.95"
"18540","6.1"
"18541","5.9"
"18542","6.5"
"18543","6.5"
"18544","6.25"
"18545","6.5"
"18546","6.25"
"18547","6.25"
"18548","6.25"
"18549","6.25"
"18550","6.25"
"18551","6.25"
"18552","6.25"
"18553","6.25"
"18554","6.25"
"18555","6.25"
"18556","6.25"
"18557","6.25"
"18558","6.25"
"18559","6.25"
"18560","6.25"
"18561","6.25"
"18562","6.25"
"18563","6.25"
"18564","6.25"
"18565","6.25"
"18566","6.25"
"18567","6.25"
"18568","6.25"
"18569","5.83"
"18570","5.83"
"18571","5.83"
"18572","6.25"
"18573","5.83"
"18574","6.25"
"18575","6.25"
"18576","6.25"
"18577","6.3"
"18578","6.37"
"18579","6.2"
"18580","6.15"
"18581","6.07"
"18582","6.11"
"18583","6.17"
"18584","6.05"
"18585","6.25"
"18586","6.25"
"18587","6.25"
"18588","6.25"
"18589","6.25"
"18590","6.25"
"18591","6.25"
"18592","6.25"
"18593","6.25"
"18594","6.25"
"18595","6.25"
"18596","6.25"
"18597","6.25"
"18598","6.25"
"18599","6.25"
"18600","6.25"
"18601","6.25"
"18602","6.25"
"18603","6.25"
"18604","6.25"
"18605","6.25"
"18606","6.25"
"18607","6.25"
"18608","6.25"
"18609","6.25"
"18610","6.25"
"18611","6.25"
"18612","6.25"
"18613","6.25"
"18614","6.25"
"18615","6.25"
"18616","6.25"
"18617","6.25"
"18618","6.25"
"18619","6.25"
"18620","6.25"
"18621","6.25"
"18622","6.25"
"18623","6.25"
"18624","6.25"
"18625","6.25"
"18626","6.25"
"18627","6.25"
"18628","6.25"
"18629","6.25"
"18630","6.25"
"18631","6.25"
"18632","6.25"
"18633","6.25"
"18634","6.25"
"18635","6.25"
"18636","6.25"
"18637","6.25"
"18638","6.25"
"18639","6.07"
"18640","6.07"
"18641","6.25"
"18642","6.25"
"18643","6.25"
"18644","6.25"
"18645","6.25"
"18646","6.25"
"18647","6.25"
"18648","6.25"
"18649","6.25"
"18650","6.25"
"18651","6.25"
"18652","6.25"
"18653","6.25"
"18654","6.25"
"18655","6.25"
"18656","6.25"
"18657","6.25"
"18658","6.25"
"18659","6.25"
"18660","6.25"
"18661","6.25"
"18662","6.25"
"18663","6.25"
"18664","6.25"
"18665","6.25"
"18666","6.25"
"18667","6.25"
"18668","6.25"
"18669","6.25"
"18670","0"
"18671","0"
"18672","6.25"
"18673","6.25"
"18674","6.25"
"18675","6.25"
"18676","6.25"
"18677","6.25"
"18678","6.25"
"18679","6.25"
"18680","6.25"
"18681","6.25"
"18682","6.25"
"18683","6.25"
"18684","6.25"
"18685","6.25"
"18686","6.25"
"18687","6.25"
"18688","6.25"
"18689","6.25"
"18690","6.25"
"18691","6.25"
"18692","6.25"
"18693","6.25"
"18694","6.25"
"18695","6.25"
"18696","6.25"
"18697","6.25"
"18698","6.25"
"18699","6.25"
"18700","6.25"
"18701","6.25"
"18702","6.25"
"18703","6.25"
"18704","6.25"
"18705","6.25"
"18706","6.25"
"18707","6.25"
"18708","6.25"
"18709","6.25"
"18710","6.25"
"18711","6.25"
"18712","6.25"
"18713","6.25"
"18714","6.25"
"18715","6.25"
"18716","6.25"
"18717","6.25"
"18718","6.25"
"18719","6.25"
"18720","6.25"
"18721","6.25"
"18722","6.25"
"18723","6.25"
"18724","6.25"
"18725","6.25"
"18726","6.25"
"18727","6.25"
"18728","6.25"
"18729","6.25"
"18730","6.25"
"18731","6.25"
"18732","6.25"
"18733","6.25"
"18734","6.25"
"18735","6.25"
"18736","6.25"
"18737","6.25"
"18738","6.25"
"18739","6.25"
"18740","6.25"
"18741","6.25"
"18742","6.25"
"18743","6.25"
"18744","6.25"
"18745","6.25"
"18746","6.25"
"18747","6.25"
"18748","6.25"
"18749","6.25"
"18750","6.25"
"18751","6.25"
"18752","6.25"
"18753","6.25"
"18754","6.25"
"18755","6.25"
"18756","6.25"
"18757","6.25"
"18758","6.25"
"18759","6.25"
"18760","6.25"
"18761","6.25"
"18762","6.25"
"18763","6.25"
"18764","6.25"
"18765","6.25"
"18766","6.25"
"18767","6.25"
"18768","6.25"
"18769","6.25"
"18770","5.3"
"18771","5.3"
"18772","5.3"
"18773","5.3"
"18774","5.3"
"18775","5.3"
"18776","5.3"
"18777","5.3"
"18778","5.3"
"18779","5.3"
"18780","5.3"
"18781","5.3"
"18782","5.3"
"18783","5.3"
"18784","5.3"
"18785","5.18"
"18786","5.18"
"18787","5.46"
"18788","5.3"
"18789","5.3"
"18790","5.3"
"18791","5.3"
"18792","5.3"
"18793","5.3"
"18794","5.3"
"18795","5.3"
"18796","5.3"
"18797","5.3"
"18798","5.3"
"18799","5.3"
"18800","5.3"
"18801","5.3"
"18802","5.3"
"18803","5.3"
"18804","5.3"
"18805","5.3"
"18806","5.3"
"18807","5.3"
"18808","5.3"
"18809","5.3"
"18810","5.3"
"18811","6.25"
"18812","5.3"
"18813","5.3"
"18814","6.25"
"18815","6.25"
"18816","6.25"
"18817","6.25"
"18818","6.25"
"18819","6.25"
"18820","6.25"
"18821","6.25"
"18822","6.25"
"18823","6.25"
"18824","6.25"
"18825","6.25"
"18826","6.25"
"18827","6.25"
"18828","6.25"
"18829","6.25"
"18830","6.25"
"18831","6.25"
"18832","6.25"
"18833","6.25"
"18834","6.25"
"18835","6.25"
"18836","6.25"
"18837","6.25"
"18838","6.25"
"18839","6.25"
"18840","6.25"
"18841","6.25"
"18842","6.25"
"18843","6.25"
"18844","6.25"
"18845","6.25"
"18846","6.25"
"18847","6.25"
"18848","6.25"
"18849","6.25"
"18850","6.25"
"18851","6.25"
"18852","6.25"
"18853","6.25"
"18854","6.25"
"18855","6.25"
"18856","6.25"
"18857","6.25"
"18858","6.25"
"18859","6.25"
"18860","6.25"
"18861","6.25"
"18862","6.1"
"18863","6.25"
"18864","6.25"
"18865","5.7"
"18866","5.7"
"18867","5.9"
"18868","5.7"
"18869","5.4"
"18870","5.5"
"18871","5.18"
"18872","6.25"
"18873","5.55"
"18874","6.25"
"18875","6.25"
"18876","6.25"
"18877","6.25"
"18878","6.25"
"18879","6.25"
"18880","6.25"
"18881","6.25"
"18882","6.25"
"18883","6.25"
"18884","6.25"
"18885","6.25"
"18886","6.25"
"18887","6.25"
"18888","6.25"
"18889","6.25"
"18890","6.25"
"18891","5.85"
"18892","5.85"
"18893","6.25"
"18894","6.25"
"18895","6.25"
"18896","6.25"
"18897","5.83"
"18898","6.29"
"18899","6.11"
"18900","6.11"
"18901","6.11"
"18902","6.03"
"18903","6.17"
"18904","6.09"
"18905","6.07"
"18906","6.25"
"18907","6.38"
"18908","6.25"
"18909","6.25"
"18910","6.25"
"18911","6.25"
"18912","6.25"
"18913","6.25"
"18914","6.25"
"18915","6.25"
"18916","6.25"
"18917","6.25"
"18918","6.25"
"18919","6.25"
"18920","6.25"
"18921","6.25"
"18922","6.25"
"18923","6.25"
"18924","6.25"
"18925","6.25"
"18926","6.25"
"18927","6.25"
"18928","6.25"
"18929","6.25"
"18930","6.25"
"18931","6.25"
"18932","6.25"
"18933","6.25"
"18934","6.25"
"18935","6.25"
"18936","6.25"
"18937","6.25"
"18938","6.25"
"18939","6.25"
"18940","6.25"
"18941","6.25"
"18942","6.25"
"18943","6.25"
"18944","6.25"
"18945","6.25"
"18946","6.25"
"18947","6.25"
"18948","6.25"
"18949","6.25"
"18950","6.25"
"18951","6.25"
"18952","6.25"
"18953","6.25"
"18954","6.25"
"18955","6.25"
"18956","6.25"
"18957","6.25"
"18958","6.25"
"18959","6.25"
"18960","6.25"
"18961","6.25"
"18962","6.25"
"18963","6.25"
"18964","6.25"
"18965","6.25"
"18966","6.25"
"18967","6.25"
"18968","6.25"
"18969","6.25"
"18970","6.25"
"18971","6.25"
"18972","6.25"
"18973","6.25"
"18974","6.38"
"18975","6.38"
"18976","6.38"
"18977","6.38"
"18978","6.38"
"18979","6.38"
"18980","6.38"
"18981","6.38"
"18982","6.38"
"18983","6.38"
"18984","6.38"
"18985","6.38"
"18986","6.38"
"18987","6.38"
"18988","6.38"
"18989","6.38"
"18990","6.38"
"18991","6.38"
"18992","6.38"
"18993","6.38"
"18994","6.25"
"18995","3.68"
"18996","6.29"
"18997","6.35"
"18998","6.29"
"18999","6.29"
"19000","6.29"
"19001","6.38"
"19002","6.38"
"19003","6.38"
"19004","6.38"
"19005","6.38"
"19006","6.38"
"19007","6.38"
"19008","6.38"
"19009","6.38"
"19010","6.38"
"19011","6.38"
"19012","6.38"
"19013","6.38"
"19014","6.38"
"19015","6.38"
"19016","6.38"
"19017","6.38"
"19018","6.38"
"19019","6.38"
"19020","6.38"
"19021","6.38"
"19022","6.38"
"19023","6.38"
"19024","6.25"
"19025","6.38"
"19026","6.25"
"19027","6.38"
"19028","6.38"
"19029","6.25"
"19030","6.38"
"19031","6.38"
"19032","6.38"
"19033","6.38"
"19034","6.38"
"19035","6.38"
"19036","6.38"
"19037","6.38"
"19038","6.38"
"19039","6.38"
"19040","6.38"
"19041","6.38"
"19042","6.25"
"19043","6.38"
"19044","6.38"
"19045","6.38"
"19046","6.38"
"19047","6.25"
"19048","6.25"
"19049","6.25"
"19050","6.25"
"19051","6.25"
"19052","6.25"
"19053","6.25"
"19054","6.18"
"19055","6.25"
"19056","6.25"
"19057","6.25"
"19058","6.25"
"19059","5.4"
"19060","6.25"
"19061","5.35"
"19062","6.25"
"19063","5.35"
"19064","6.25"
"19065","6.25"
"19066","6.25"
"19067","6.25"
"19068","6.25"
"19069","6.25"
"19070","6.25"
"19071","6.25"
"19072","6.25"
"19073","6.25"
"19074","6.25"
"19075","6.25"
"19076","6.25"
"19077","6.25"
"19078","6.25"
"19079","6.25"
"19080","6.25"
"19081","6.25"
"19082","6.25"
"19083","6.25"
"19084","6.25"
"19085","6.25"
"19086","6.25"
"19087","6.25"
"19088","6.25"
"19089","5.9"
"19090","6.1"
"19091","6.1"
"19092","6.1"
"19093","5.83"
"19094","5.95"
"19095","6"
"19096","6.03"
"19097","5.85"
"19098","6"
"19099","5.7"
"19100","6.25"
"19101","6.25"
"19102","6.25"
"19103","6.25"
"19104","6.2"
"19105","6.25"
"19106","6.25"
"19107","6.25"
"19108","6.25"
"19109","6.25"
"19110","6.25"
"19111","6.25"
"19112","6.25"
"19113","6.25"
"19114","6.25"
"19115","6.25"
"19116","6.25"
"19117","6.25"
"19118","0"
"19119","0"
"19120","0"
"19121","0"
"19122","0"
"19123","0"
"19124","0"
"19125","6.38"
"19126","6.25"
"19127","6.25"
"19128","6.25"
"19129","6.25"
"19130","0"
"19131","0"
"19132","0"
"19133","0"
"19134","0"
"19135","0"
"19136","0"
"19137","0"
"19138","6.25"
"19139","6.93"
"19140","6.38"
"19141","6.25"
"19142","6.25"
"19143","6.25"
"19144","6.25"
"19145","6.25"
"19146","6.25"
"19147","6.25"
"19148","6.25"
"19149","6.25"
"19150","6.25"
"19151","6.25"
"19152","6.25"
"19153","6.25"
"19154","6.25"
"19155","6.25"
"19156","6.25"
"19157","6.25"
"19158","6.25"
"19159","6.25"
"19160","6.25"
"19161","6.25"
"19162","6.25"
"19163","6.25"
"19164","6.25"
"19165","6.25"
"19166","6.25"
"19167","6.25"
"19168","6.25"
"19169","6.25"
"19170","6.25"
"19171","6.25"
"19172","6.25"
"19173","6.25"
"19174","6.25"
"19175","6.25"
"19176","6.25"
"19177","6.25"
"19178","6.25"
"19179","6.25"
"19180","6.25"
"19181","6.25"
"19182","6.25"
"19183","6.25"
"19184","6.25"
"19185","6.25"
"19186","6.25"
"19187","6.25"
"19188","6.25"
"19189","6.25"
"19190","6.25"
"19191","6.25"
"19192","6.25"
"19193","6.25"
"19194","6.25"
"19195","6.25"
"19196","6.25"
"19197","6.25"
"19198","6.25"
"19199","6.25"
"19200","6.25"
"19201","6.25"
"19202","6.25"
"19203","6.25"
"19204","6.25"
"19205","6.25"
"19206","6.25"
"19207","6.25"
"19208","6.25"
"19209","6.25"
"19210","6.25"
"19211","6.25"
"19212","6.25"
"19213","6.25"
"19214","6.25"
"19215","6.25"
"19216","6.25"
"19217","6.25"
"19218","6.25"
"19219","6.25"
"19220","6.25"
"19221","6.25"
"19222","6.25"
"19223","6.25"
"19224","6.25"
"19225","6.25"
"19226","6.25"
"19227","6.25"
"19228","6.25"
"19229","6.25"
"19230","6.25"
"19231","6.25"
"19232","6.25"
"19233","6.25"
"19234","6.25"
"19235","6.25"
"19236","6.25"
"19237","6.25"
"19238","6.25"
"19239","6.25"
"19240","6.25"
"19241","6.25"
"19242","6.25"
"19243","6.25"
"19244","6.25"
"19245","6.25"
"19246","6.25"
"19247","6.25"
"19248","6.25"
"19249","6.25"
"19250","6.25"
"19251","6.25"
"19252","6.25"
"19253","6.25"
"19254","6.25"
"19255","6.25"
"19256","6.25"
"19257","6.25"
"19258","6.25"
"19259","6.25"
"19260","6.25"
"19261","6.25"
"19262","6.25"
"19263","6.25"
"19264","6.25"
"19265","6.25"
"19266","6.25"
"19267","6.25"
"19268","6.25"
"19269","6.25"
"19270","6.25"
"19271","6.25"
"19272","6.25"
"19273","6.25"
"19274","6.25"
"19275","6.25"
"19276","6.25"
"19277","6.25"
"19278","6.25"
"19279","6.25"
"19280","6.25"
"19281","6.25"
"19282","6.25"
"19283","6.25"
"19284","6.25"
"19285","6.25"
"19286","6.25"
"19287","6.25"
"19288","6.25"
"19289","6.25"
"19290","6.25"
"19291","6.25"
"19292","6.25"
"19293","6.25"
"19294","6.25"
"19295","6.25"
"19296","6.25"
"19297","6.25"
"19298","6.38"
"19299","6.38"
"19300","6.38"
"19301","6.38"
"19302","6.38"
"19303","6.38"
"19304","6.38"
"19305","6.38"
"19306","6.38"
"19307","6.38"
"19308","6.38"
"19309","6.38"
"19310","6.38"
"19311","6.38"
"19312","6.38"
"19313","6.38"
"19314","6.38"
"19315","6.38"
"19316","6.37"
"19317","6.38"
"19318","6.38"
"19319","5.71"
"19320","6.29"
"19321","6.29"
"19322","6.29"
"19323","6.38"
"19324","6.38"
"19325","6.38"
"19326","6.38"
"19327","6.38"
"19328","6.38"
"19329","6.38"
"19330","6.38"
"19331","6.38"
"19332","6.38"
"19333","6.38"
"19334","6.38"
"19335","6.38"
"19336","6.38"
"19337","6.38"
"19338","6.38"
"19339","6.38"
"19340","6.38"
"19341","6.38"
"19342","6.38"
"19343","6.38"
"19344","6.38"
"19345","6.25"
"19346","6.38"
"19347","6.38"
"19348","6.38"
"19349","6.38"
"19350","6.38"
"19351","6.25"
"19352","6.38"
"19353","6.25"
"19354","6.38"
"19355","6.38"
"19356","6.38"
"19357","6.38"
"19358","6.38"
"19359","6.38"
"19360","6.38"
"19361","6.25"
"19362","6.25"
"19363","6.38"
"19364","6.38"
"19365","6.25"
"19366","6.25"
"19367","6.38"
"19368","6.38"
"19369","6.38"
"19370","6.38"
"19371","6.38"
"19372","6.25"
"19373","6.25"
"19374","6.25"
"19375","6.25"
"19376","6.25"
"19377","6.25"
"19378","6.25"
"19379","6.25"
"19380","6.25"
"19381","6.25"
"19382","5.3"
"19383","6.25"
"19384","5.3"
"19385","6.25"
"19386","6.25"
"19387","6.25"
"19388","5.3"
"19389","5.89"
"19390","6.06"
"19391","6.25"
"19392","6.25"
"19393","6.25"
"19394","6.25"
"19395","6.25"
"19396","6.25"
"19397","6.25"
"19398","6.25"
"19399","6.25"
"19400","6.25"
"19401","6.25"
"19402","6.25"
"19403","6.25"
"19404","6.25"
"19405","6.25"
"19406","6.25"
"19407","6.25"
"19408","6.25"
"19409","6.25"
"19410","5.83"
"19411","5.83"
"19412","6.04"
"19413","6.04"
"19414","6.04"
"19415","6.03"
"19416","6.03"
"19417","6.03"
"19418","5.75"
"19419","5.7"
"19420","5.85"
"19421","5.85"
"19422","6.25"
"19423","6.33"
"19424","6.2"
"19425","6.2"
"19426","6.25"
"19427","6.25"
"19428","6.33"
"19429","6.25"
"19430","1.36"
"19431","6.38"
"19432","6.25"
"19433","6.25"
"19434","6.25"
"19435","6.25"
"19436","6.25"
"19437","6.25"
"19438","6.25"
"19439","6.25"
"19440","6.25"
"19441","6.25"
"19442","0"
"19443","0"
"19444","6.25"
"19445","6.25"
"19446","6.25"
"19447","6.25"
"19448","6.25"
"19449","6.25"
"19450","0"
"19451","0"
"19452","0"
"19453","6.25"
"19454","6.25"
"19455","6.25"
"19456","6.25"
"19457","6.25"
"19458","0"
"19459","0"
"19460","0"
"19461","0"
"19462","0"
"19463","0"
"19464","0"
"19465","0"
"19466","0"
"19467","6.25"
"19468","6.38"
"19469","6.38"
"19470","6.93"
"19471","5.3"
"19472","6.25"
"19473","6.25"
"19474","6.25"
"19475","6.25"
"19476","6.25"
"19477","6.25"
"19478","6.25"
"19479","6.25"
