FactID,Val,Year,ISO-alpha2 Code,UN Region Name,UN Sub-region Name,Country,ThemeID,Theme_text,IndmetaID,indmeta_text,Age,Gender,Residency,Unit,Link,Reference,Download_date
3.4.2TR2012,47.1,2012,TR,Asia,Western Asia,Turkey,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN).,2019
3.4.2BF2012,47.1,2012,BF,Africa,Sub-Saharan Africa,Burkina Faso,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2BF2004,47.5,2004,BF,Africa,Sub-Saharan Africa,Burkina Faso,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2CZ2004,47.7,2004,CZ,Europe,Eastern Europe,Czechia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2SN2012,47.8,2012,SN,Africa,Sub-Saharan Africa,Senegal,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN).,2019
3.4.2DK2012,48.1,2012,DK,Europe,Northern Europe,Denmark,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2MY2012,48.2,2012,MY,Asia,South-eastern Asia,Malaysia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2MN2004,48.9,2004,MN,Asia,Eastern Asia,Mongolia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2AT2004,49.4,2004,AT,Europe,Western Europe,Austria,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2OM2004,49.8,2004,OM,Asia,Western Asia,Oman,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2ES2004,50.1,2004,ES,Europe,Southern Europe,Spain,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2IT2012,50.2,2012,IT,Europe,Southern Europe,Italy,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2LB2012,50.7,2012,LB,Asia,Western Asia,Lebanon,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2CU2004,51,2004,CU,Americas,Latin America and the Caribbean,Cuba,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2KP2012,51.5,2012,KP,Asia,Eastern Asia,Democratic People's Republic of Korea,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2BA2004,52.4,2004,BA,Europe,Southern Europe,Bosnia and Herzegovina,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MN2012,52.8,2012,MN,Asia,Eastern Asia,Mongolia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2KZ2004,53.1,2004,KZ,Asia,Central Asia,Kazakhstan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2BR1999,55,1999,BR,Americas,Latin America and the Caribbean,Brazil,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,< 5 years,Both sexes,All residences,%,NA,NA,2019
3.4.2PL2012,55,2012,PL,Europe,Eastern Europe,Poland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2LB2004,55.5,2004,LB,Asia,Western Asia,Lebanon,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2IT2004,55.7,2004,IT,Europe,Southern Europe,Italy,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2RU2004,56.2,2004,RU,Europe,Eastern Europe,Russian Federation,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2IE2012,56.2,2012,IE,Europe,Northern Europe,Ireland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2UA2012,56.2,2012,UA,Europe,Eastern Europe,Ukraine,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2CL2006,56.4,2006,CL,Americas,Latin America and the Caribbean,Chile,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,< 5 years,Both sexes,All residences,%,http://repositorio.uchile.cl/bitstream/handle/2250/124094/Iron%20status%20biomarkers.pdf?sequence=1,Iron deficiency in Chile children (2013). Multi-regional study.,2019
3.4.2AE2004,56.6,2004,AE,Asia,Western Asia,United Arab Emirates,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MY2004,57,2004,MY,Asia,South-eastern Asia,Malaysia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2AL2012,57.1,2012,AL,Europe,Southern Europe,Albania,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2HU2012,57.2,2012,HU,Europe,Eastern Europe,Hungary,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2LU2004,57.4,2004,LU,Europe,Western Europe,Luxembourg,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2RU2012,58.1,2012,RU,Europe,Eastern Europe,Russian Federation,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN).,2019
3.4.2HT2012,58.9,2012,HT,Americas,Latin America and the Caribbean,Haiti,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2TJ2012,59.2,2012,TJ,Asia,Central Asia,Tajikistan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2LT2012,59.7,2012,LT,Europe,Northern Europe,Lithuania,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2FR2004,60.4,2004,FR,Europe,Western Europe,France,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2BI2012,60.5,2012,BI,Africa,Sub-Saharan Africa,Burundi,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2IE2004,60.8,2004,IE,Europe,Northern Europe,Ireland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2GT2012,61.2,2012,GT,Americas,Latin America and the Caribbean,Guatemala,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2SD2004,62,2004,SD,Africa,Northern Africa,Sudan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2LT2004,62,2004,LT,Europe,Northern Europe,Lithuania,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MD2004,62,2004,MD,Europe,Eastern Europe,Republic of Moldova,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MA2004,63,2004,MA,Africa,Northern Africa,Morocco,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MA2012,63,2012,MA,Africa,Northern Africa,Morocco,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2SA2006,63.3,2006,SA,Asia,Western Asia,Saudi Arabia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,< 5 years,Both sexes,All residences,%,https://www.ncbi.nlm.nih.gov/pubmed/16520941,Measurement of reticulocyte hemoglobin content to diagnose iron deficiency in Saudi children. Ahmad Fayez Bakr. European Journal of Pediatrics. July 2006. Volume 165. Issue 7. pp. P442-445.,2019
3.4.2GN2004,63.6,2004,GN,Africa,Sub-Saharan Africa,Guinea,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2ID2004,63.7,2004,ID,Asia,South-eastern Asia,Indonesia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2PL2004,64,2004,PL,Europe,Eastern Europe,Poland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2RO2004,64.2,2004,RO,Europe,Eastern Europe,Romania,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2HU2004,65.2,2004,HU,Europe,Eastern Europe,Hungary,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MZ2004,65.4,2004,MZ,Africa,Sub-Saharan Africa,Mozambique,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2MV2004,65.5,2004,MV,Asia,Southern Asia,Maldives,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2TM2004,65.6,2004,TM,Asia,Central Asia,Turkmenistan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2BE2004,66.9,2004,BE,Europe,Western Europe,Belgium,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2EE2004,67,2004,EE,Europe,Northern Europe,Estonia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2EE2012,67,2012,EE,Europe,Northern Europe,Estonia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2MZ2012,68.1,2012,MZ,Africa,Sub-Saharan Africa,Mozambique,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,Iodine Global Network (IGN),2019
3.4.2ML2012,68.3,2012,ML,Africa,Sub-Saharan Africa,Mali,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2ET2004,68.4,2004,ET,Africa,Sub-Saharan Africa,Ethiopia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2GB2012,68.8,2012,GB,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2MR2004,69.8,2004,MR,Africa,Sub-Saharan Africa,Mauritania,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2UA2004,70.1,2004,UA,Europe,Eastern Europe,Ukraine,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2BD2004,70.7,2004,BD,Asia,Southern Asia,Bangladesh,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2DK2004,70.8,2004,DK,Europe,Northern Europe,Denmark,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2SD2012,70.8,2012,SD,Africa,Northern Africa,Sudan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2GH2012,71,2012,GH,Africa,Sub-Saharan Africa,Ghana,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2GH2004,71.3,2004,GH,Africa,Sub-Saharan Africa,Ghana,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2AU2004,71.5,2004,AU,Oceania,Australia and New Zealand,Australia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2IN2006,71.8,2006,IN,Asia,Southern Asia,India,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,< 5 years,Both sexes,All residences,%,http://journals.sagepub.com/doi/pdf/10.1177/0379572115597396,Iron and Zinc Status of 6-Month to 5-Year-Old Children From Low-Income Rural Families of Punjab. India. Kiran Bains. Food and Nutrition Bulletin. 2015. Vol. 36(3) 254-263.,2019
3.4.2AF2012,71.9,2012,AF,Asia,Southern Asia,Afghanistan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2ZM2004,72,2004,ZM,Africa,Sub-Saharan Africa,Zambia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2GM2004,72.8,2004,GM,Africa,Sub-Saharan Africa,Gambia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2AZ2004,74.4,2004,AZ,Asia,Western Asia,Azerbaijan,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2TR2004,74.6,2004,TR,Asia,Western Asia,Turkey,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2PG2012,74.7,2012,PG,Oceania,Melanesia,Papua New Guinea,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2FI2012,75,2012,FI,Europe,Northern Europe,Finland,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,All ages,Both sexes,All residences,%,http://www.ign.org/cm_data/Scorecard_ICCIDD_website_18_12_2012_updated_MCD.pdf,2012. Iodine Global Network (IGN),2019
3.4.2FJ2004,75.4,2004,FJ,Oceania,Melanesia,Fiji,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2SN2004,75.7,2004,SN,Africa,Sub-Saharan Africa,Senegal,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2LV2004,76.8,2004,LV,Europe,Northern Europe,Latvia,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
3.4.2CV2004,77.4,2004,CV,Africa,Sub-Saharan Africa,Cabo Verde,3.4,"Iodine, Iron & zinc deficiencies",3.4.2,Prevalence of iodine deficiency,6-18 years,Both sexes,All residences,%,http://www.who.int/vmnis/iodine/en/,Iodine status worldwide: WHO global database on iodine deficiency. I.M. Egli. H. Allen. et all. Worls.Health. Organization. (2004).,2019
